borrower,business_type,carbon_price,price_impact,volume_impact,revenue,ebitda,ebitda_change,carbon_cost,transition_capex,cfads,dscr,interest_coverage,net_leverage,pd_multiplier,stressed_pd,stressed_lgd,ead,expected_credit_loss,ecl_rate
UpstreamCo,Exploration & Production,200,-0.1,0.0,4500.0,1395.0,-0.20285714285714285,135.0,225.0,310.75,0.6473958333333333,7.75,1.863799283154122,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.1,-0.05,4275.0,1325.25,-0.24271428571428566,128.25,213.75,262.7125000000001,0.5473177083333335,7.3625,1.9618939822674968,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.1,-0.1,4050.0,1255.5,-0.2825714285714286,121.5,202.5,214.67499999999995,0.44723958333333325,6.975,2.070888092393469,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.1,-0.15,3825.0,1185.75,-0.3224285714285714,114.75,191.25,166.63750000000005,0.34716145833333345,6.5875,2.1927050390048493,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.15,0.0,4250.0,1317.5,-0.2471428571428571,127.5,212.5,257.375,0.5361979166666667,7.319444444444445,1.9734345351043643,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.15,-0.05,4037.5,1251.625,-0.2847857142857143,121.125,201.875,212.0062499999999,0.4416796874999998,6.9534722222222225,2.077299510636173,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.15,-0.1,3825.0,1185.75,-0.3224285714285714,114.75,191.25,166.63750000000005,0.34716145833333345,6.5875,2.1927050390048493,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.15,-0.15,3612.5,1119.875,-0.3600714285714286,108.375,180.625,121.26874999999995,0.2526432291666666,6.221527777777778,2.3216876883580757,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,200,-0.2,0.0,4000.0,1240.0,-0.2914285714285715,120.0,200.0,204.0,0.425,6.888888888888889,2.096774193548387,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.2,-0.05,3800.0,1178.0,-0.32685714285714285,114.0,190.0,161.29999999999995,0.33604166666666657,6.544444444444444,2.2071307300509337,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.2,-0.1,3600.0,1116.0,-0.3622857142857143,108.0,180.0,118.60000000000002,0.24708333333333338,6.2,2.3297491039426523,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,200,-0.2,-0.15,3400.0,1054.0,-0.3977142857142857,102.0,170.0,75.89999999999998,0.15812499999999996,5.855555555555555,2.4667931688804554,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,200,-0.25,0.0,3750.0,1162.5,-0.33571428571428574,112.5,187.5,150.625,0.3138020833333333,6.458333333333333,2.236559139784946,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.25,-0.05,3562.5,1104.375,-0.3689285714285714,106.875,178.125,110.59375,0.23040364583333334,6.135416666666667,2.354272778720996,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,200,-0.25,-0.1,3375.0,1046.25,-0.40214285714285714,101.25,168.75,70.5625,0.14700520833333333,5.8125,2.4850657108721625,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,200,-0.25,-0.15,3187.5,988.125,-0.4353571428571429,95.625,159.375,30.53125,0.06360677083333334,5.489583333333333,2.631246046805819,5,0.075,0.55,500,20.625,0.04125
IntegratedCo,Integrated Oil & Gas,0,0.0,0.0,12000.0,2880.0,-0.040000000000000036,0.0,600.0,848.0,1.087179487179487,8.727272727272727,1.5972222222222223,1,0.01,0.4,800,3.2,0.004
IntegratedCo,Integrated Oil & Gas,0,0.0,-0.05,11400.0,2736.0,-0.08799999999999997,0.0,570.0,755.5999999999999,0.9687179487179486,8.290909090909091,1.6812865497076024,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,0.0,-0.1,10800.0,2592.0,-0.136,0.0,540.0,663.1999999999998,0.8502564102564101,7.8545454545454545,1.7746913580246915,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,0.0,-0.15,10200.0,2448.0,-0.18400000000000005,0.0,510.0,570.8000000000002,0.731794871794872,7.418181818181818,1.8790849673202614,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.05,0.0,11400.0,2736.0,-0.08799999999999997,0.0,570.0,755.5999999999999,0.9687179487179486,8.290909090909091,1.6812865497076024,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.05,-0.05,10830.0,2599.2,-0.13360000000000005,0.0,541.5,667.8199999999997,0.8561794871794868,7.876363636363636,1.7697753154816869,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.05,-0.1,10260.0,2462.4,-0.17919999999999991,0.0,513.0,580.04,0.7436410256410256,7.461818181818182,1.8680961663417803,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.05,-0.15,9690.0,2325.6,-0.2248,0.0,484.5,492.26,0.631102564102564,7.047272727272727,1.977984176126591,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.1,0.0,10800.0,2592.0,-0.136,0.0,540.0,663.1999999999998,0.8502564102564101,7.8545454545454545,1.7746913580246915,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.1,-0.05,10260.0,2462.4,-0.17919999999999991,0.0,513.0,580.04,0.7436410256410256,7.461818181818182,1.8680961663417803,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.1,-0.1,9720.0,2332.8,-0.22239999999999993,0.0,486.0,496.8800000000001,0.6370256410256412,7.069090909090909,1.9718792866941013,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.1,-0.15,9180.0,2203.2,-0.26560000000000006,0.0,459.0,413.7199999999998,0.5304102564102562,6.676363636363636,2.087872185911402,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.15,0.0,10200.0,2448.0,-0.18400000000000005,0.0,510.0,570.8000000000002,0.731794871794872,7.418181818181818,1.8790849673202614,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,0,-0.15,-0.05,9690.0,2325.6,-0.2248,0.0,484.5,492.26,0.631102564102564,7.047272727272727,1.977984176126591,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.15,-0.1,9180.0,2203.2,-0.26560000000000006,0.0,459.0,413.7199999999998,0.5304102564102562,6.676363636363636,2.087872185911402,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.15,-0.15,8670.0,2080.8,-0.3063999999999999,0.0,433.5,335.1800000000003,0.4297179487179491,6.305454545454546,2.210688196847366,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.2,0.0,9600.0,2304.0,-0.23199999999999998,0.0,480.0,478.4000000000001,0.6133333333333334,6.9818181818181815,1.9965277777777777,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.2,-0.05,9120.0,2188.8,-0.2704,0.0,456.0,404.48000000000025,0.5185641025641029,6.632727272727274,2.1016081871345027,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.2,-0.1,8640.0,2073.6,-0.3088000000000001,0.0,432.0,330.55999999999995,0.42379487179487174,6.283636363636363,2.2183641975308643,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.2,-0.15,8160.0,1958.4,-0.34719999999999995,0.0,408.0,256.6400000000001,0.32902564102564114,5.934545454545455,2.348856209150327,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.25,0.0,9000.0,2160.0,-0.28,0.0,450.0,386.0,0.4948717948717949,6.545454545454546,2.1296296296296298,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.25,-0.05,8550.0,2052.0,-0.31599999999999995,0.0,427.5,316.70000000000005,0.4060256410256411,6.218181818181818,2.2417153996101367,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,0,-0.25,-0.1,8100.0,1944.0,-0.352,0.0,405.0,247.4000000000001,0.3171794871794873,5.890909090909091,2.366255144032922,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,0,-0.25,-0.15,7650.0,1836.0,-0.388,0.0,382.5,178.0999999999999,0.22833333333333322,5.5636363636363635,2.505446623093682,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,50,0.0,0.0,12000.0,2826.0,-0.05800000000000005,54.0,600.0,802.0999999999999,1.0283333333333333,8.563636363636364,1.6277423920736023,2,0.02,0.4,800,6.4,0.008
IntegratedCo,Integrated Oil & Gas,50,0.0,-0.05,11400.0,2684.7,-0.10510000000000008,51.3,570.0,711.9949999999999,0.9128141025641024,8.135454545454545,1.7134130442880025,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,0.0,-0.1,10800.0,2543.4,-0.1522,48.6,540.0,621.8900000000003,0.7972948717948722,7.707272727272728,1.808602657859558,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,0.0,-0.15,10200.0,2402.1,-0.19930000000000003,45.9,510.0,531.7849999999999,0.6817756410256408,7.279090909090908,1.9149910494983557,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.05,0.0,11400.0,2684.7,-0.10510000000000008,51.3,570.0,711.9949999999999,0.9128141025641024,8.135454545454545,1.7134130442880025,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.05,-0.05,10830.0,2550.4649999999997,-0.14984500000000012,48.735,541.5,626.3952499999996,0.8030708333333328,7.728681818181817,1.8035926781978975,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.05,-0.1,10260.0,2416.23,-0.19459000000000004,46.17,513.0,540.7955000000002,0.6933275641025644,7.321909090909091,1.9037922714311137,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.05,-0.15,9690.0,2281.995,-0.23933500000000008,43.605,484.5,455.19574999999986,0.5835842948717946,6.915136363636363,2.0157800521035325,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.1,0.0,10800.0,2543.4,-0.1522,48.6,540.0,621.8900000000003,0.7972948717948722,7.707272727272728,1.808602657859558,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.1,-0.05,10260.0,2416.23,-0.19459000000000004,46.17,513.0,540.7955000000002,0.6933275641025644,7.321909090909091,1.9037922714311137,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.1,-0.1,9720.0,2289.0600000000004,-0.23697999999999986,43.74,486.0,459.7010000000005,0.589360256410257,6.936545454545456,2.009558508732842,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.1,-0.15,9180.0,2161.89,-0.27937,41.31,459.0,378.60649999999987,0.4853929487179485,6.551181818181818,2.127767832775951,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.15,0.0,10200.0,2402.1,-0.19930000000000003,45.9,510.0,531.7849999999999,0.6817756410256408,7.279090909090908,1.9149910494983557,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,50,-0.15,-0.05,9690.0,2281.995,-0.23933500000000008,43.605,484.5,455.19574999999986,0.5835842948717946,6.915136363636363,2.0157800521035325,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.15,-0.1,9180.0,2161.89,-0.27937,41.31,459.0,378.60649999999987,0.4853929487179485,6.551181818181818,2.127767832775951,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.15,-0.15,8670.0,2041.785,-0.31940499999999994,39.015,433.5,302.0172500000001,0.3872016025641027,6.187227272727273,2.2529306464686534,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.2,0.0,9600.0,2260.8,-0.24639999999999995,43.2,480.0,441.6800000000003,0.5662564102564106,6.8509090909090915,2.0346779900920025,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.2,-0.05,9120.0,2147.76,-0.2840799999999999,41.04,456.0,369.59600000000023,0.4738410256410259,6.5083636363636375,2.1417663053600027,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.2,-0.1,8640.0,2034.7199999999998,-0.32176000000000005,38.88,432.0,297.5119999999997,0.38142564102564064,6.165818181818182,2.260753322324448,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.2,-0.15,8160.0,1921.68,-0.35944,36.72,408.0,225.4280000000001,0.28901025641025657,5.823272727272728,2.3937388118729443,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,50,-0.25,0.0,9000.0,2119.5,-0.2935,40.5,450.0,351.57500000000005,0.45073717948717956,6.422727272727273,2.17032318943147,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.25,-0.05,8550.0,2013.525,-0.3288249999999999,38.475,427.5,283.99625000000015,0.3640977564102566,6.101590909090909,2.2845507257173363,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,50,-0.25,-0.1,8100.0,1907.55,-0.36415,36.45,405.0,216.41750000000002,0.27745833333333336,5.780454545454545,2.411470210479411,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,50,-0.25,-0.15,7650.0,1801.575,-0.399475,34.425,382.5,148.83875000000012,0.1908189102564104,5.4593181818181815,2.5533213993311406,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,75,0.0,0.0,12000.0,2799.0,-0.06699999999999995,81.0,600.0,779.1500000000001,0.9989102564102565,8.481818181818182,1.6434440871739908,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,75,0.0,-0.05,11400.0,2659.05,-0.11364999999999992,76.95,570.0,690.1925000000001,0.8848621794871796,8.057727272727274,1.7299411443936743,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,75,0.0,-0.1,10800.0,2519.1,-0.1603,72.9,540.0,601.2350000000001,0.7708141025641028,7.633636363636364,1.8260489857488786,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,75,0.0,-0.15,10200.0,2379.15,-0.20694999999999997,68.85,510.0,512.2775000000001,0.6567660256410258,7.209545454545455,1.9334636319694007,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.05,0.0,11400.0,2659.05,-0.11364999999999992,76.95,570.0,690.1925000000001,0.8848621794871796,8.057727272727274,1.7299411443936743,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,75,-0.05,-0.05,10830.0,2526.0975,-0.15796750000000004,73.1025,541.5,605.682875,0.7765165064102564,7.654840909090908,1.8209906783091312,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,75,-0.05,-0.1,10260.0,2393.145,-0.20228500000000005,69.255,513.0,521.17325,0.6681708333333334,7.251954545454545,1.9221568271040828,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.05,-0.15,9690.0,2260.1925,-0.24660249999999995,65.4075,484.5,436.66362500000014,0.5598251602564104,6.849068181818182,2.035224875757264,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.1,0.0,10800.0,2519.1,-0.1603,72.9,540.0,601.2350000000001,0.7708141025641028,7.633636363636364,1.8260489857488786,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,75,-0.1,-0.05,10260.0,2393.145,-0.20228500000000005,69.255,513.0,521.17325,0.6681708333333334,7.251954545454545,1.9221568271040828,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.1,-0.1,9720.0,2267.19,-0.24427,65.61,486.0,441.1115,0.5655275641025641,6.870272727272727,2.028943317498754,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.1,-0.15,9180.0,2141.2349999999997,-0.28625500000000015,61.965,459.0,361.0497499999997,0.46288429487179444,6.488590909090908,2.1482929244104456,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.15,0.0,10200.0,2379.15,-0.20694999999999997,68.85,510.0,512.2775000000001,0.6567660256410258,7.209545454545455,1.9334636319694007,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.15,-0.05,9690.0,2260.1925,-0.24660249999999995,65.4075,484.5,436.66362500000014,0.5598251602564104,6.849068181818182,2.035224875757264,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.15,-0.1,9180.0,2141.2349999999997,-0.28625500000000015,61.965,459.0,361.0497499999997,0.46288429487179444,6.488590909090908,2.1482929244104456,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.15,-0.15,8670.0,2022.2775000000001,-0.3259074999999999,58.5225,433.5,285.4358750000001,0.36594342948717967,6.128113636363636,2.274663096434589,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.2,0.0,9600.0,2239.2,-0.25360000000000005,64.8,480.0,423.31999999999994,0.5427179487179487,6.785454545454545,2.0543051089674886,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.2,-0.05,9120.0,2127.2400000000002,-0.29091999999999996,61.56,456.0,352.1540000000002,0.4514794871794875,6.4461818181818185,2.1624264304920926,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.2,-0.1,8640.0,2015.28,-0.32824,58.32,432.0,280.98800000000006,0.3602410256410257,6.106909090909091,2.282561232186098,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.2,-0.15,8160.0,1903.3200000000002,-0.36556,55.08,408.0,209.82200000000012,0.26900256410256423,5.767636363636364,2.4168295399617508,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,75,-0.25,0.0,9000.0,2099.25,-0.30025,60.75,450.0,334.36249999999995,0.42866987179487176,6.361363636363636,2.1912587828986543,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.25,-0.05,8550.0,1994.2875,-0.3352375000000001,57.7125,427.5,267.64437499999985,0.34313381410256394,6.043295454545454,2.306588192524899,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,75,-0.25,-0.1,8100.0,1889.325,-0.370225,54.675,405.0,200.92624999999998,0.2575977564102564,5.725227272727273,2.434731980998505,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,75,-0.25,-0.15,7650.0,1784.3625,-0.4052125,51.6375,382.5,134.2081250000001,0.17206169871794885,5.407159090909091,2.5779515092925345,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,100,0.0,0.0,12000.0,2772.0,-0.07599999999999996,108.0,600.0,756.1999999999998,0.9694871794871792,8.4,1.6594516594516595,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,100,0.0,-0.05,11400.0,2633.4,-0.12219999999999998,102.6,570.0,668.3900000000003,0.8569102564102569,7.98,1.746791220475431,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,100,0.0,-0.1,10800.0,2494.8,-0.1684,97.2,540.0,580.5799999999999,0.7443333333333333,7.5600000000000005,1.8438351771685104,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,100,0.0,-0.15,10200.0,2356.2,-0.2146,91.8,510.0,492.77,0.6317564102564103,7.14,1.9522960699431289,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.05,0.0,11400.0,2633.4,-0.12219999999999998,102.6,570.0,668.3900000000003,0.8569102564102569,7.98,1.746791220475431,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,100,-0.05,-0.05,10830.0,2501.73,-0.16608999999999996,97.47,541.5,584.9704999999999,0.7499621794871794,7.581,1.8387276005004536,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,100,-0.05,-0.1,10260.0,2370.06,-0.20998000000000006,92.34,513.0,501.55099999999993,0.6430141025641025,7.1819999999999995,1.94087913386159,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.05,-0.15,9690.0,2238.39,-0.25387000000000004,87.21,484.5,418.13149999999996,0.5360660256410256,6.7829999999999995,2.055048494676978,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.1,0.0,10800.0,2494.8,-0.1684,97.2,540.0,580.5799999999999,0.7443333333333333,7.5600000000000005,1.8438351771685104,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,100,-0.1,-0.05,10260.0,2370.06,-0.20998000000000006,92.34,513.0,501.55099999999993,0.6430141025641025,7.1819999999999995,1.94087913386159,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.1,-0.1,9720.0,2245.32,-0.2515599999999999,87.48,486.0,422.52200000000016,0.541694871794872,6.804,2.048705752409456,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.1,-0.15,9180.0,2120.58,-0.29314000000000007,82.62,459.0,343.49299999999994,0.440375641025641,6.426,2.1692178554923656,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.15,0.0,10200.0,2356.2,-0.2146,91.8,510.0,492.77,0.6317564102564103,7.14,1.9522960699431289,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.15,-0.05,9690.0,2238.39,-0.25387000000000004,87.21,484.5,418.13149999999996,0.5360660256410256,6.7829999999999995,2.055048494676978,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.15,-0.1,9180.0,2120.58,-0.29314000000000007,82.62,459.0,343.49299999999994,0.440375641025641,6.426,2.1692178554923656,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.15,-0.15,8670.0,2002.7700000000002,-0.33241,78.03,433.5,268.85450000000014,0.3446852564102566,6.069000000000001,2.2968189058154453,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.2,0.0,9600.0,2217.6,-0.26080000000000003,86.4,480.0,404.96000000000004,0.5191794871794873,6.72,2.0743145743145743,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.2,-0.05,9120.0,2106.7200000000003,-0.2977599999999999,82.08,456.0,334.7120000000002,0.429117948717949,6.384,2.1834890255942887,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.2,-0.1,8640.0,1995.84,-0.33472,77.76,432.0,264.46399999999994,0.3390564102564102,6.048,2.3047939714606382,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.2,-0.15,8160.0,1884.96,-0.37168,73.44,408.0,194.21600000000012,0.24899487179487195,5.712,2.440370087428911,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,100,-0.25,0.0,9000.0,2079.0,-0.30700000000000005,81.0,450.0,317.1500000000001,0.40660256410256423,6.3,2.2126022126022127,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.25,-0.05,8550.0,1975.05,-0.34165,76.95,427.5,251.29250000000002,0.32216987179487183,5.984999999999999,2.329054960633908,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,100,-0.25,-0.1,8100.0,1871.1,-0.3763000000000001,72.9,405.0,185.43499999999995,0.23773717948717943,5.67,2.4584469028913474,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,100,-0.25,-0.15,7650.0,1767.15,-0.4109499999999999,68.85,382.5,119.5775000000001,0.1533044871794873,5.355,2.603061426590838,5,0.05,0.5,800,20.0,0.025
IntegratedCo,Integrated Oil & Gas,150,0.0,0.0,12000.0,2718.0,-0.09399999999999997,162.0,600.0,710.3000000000002,0.9106410256410259,8.236363636363636,1.692420897718911,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,150,0.0,-0.05,11400.0,2582.1,-0.13929999999999998,153.9,570.0,624.7849999999999,0.8010064102564101,7.824545454545454,1.7814956818093801,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,150,0.0,-0.1,10800.0,2446.2,-0.1846000000000001,145.8,540.0,539.27,0.6913717948717949,7.412727272727272,1.8804676641321234,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,150,0.0,-0.15,10200.0,2310.3,-0.2299,137.7,510.0,453.7550000000001,0.5817371794871796,7.000909090909092,1.9910834090810716,5,0.05,0.45,800,18.000000000000004,0.022500000000000006
IntegratedCo,Integrated Oil & Gas,150,-0.05,0.0,11400.0,2582.1,-0.13929999999999998,153.9,570.0,624.7849999999999,0.8010064102564101,7.824545454545454,1.7814956818093801,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
IntegratedCo,Integrated Oil & Gas,150,-0.05,-0.05,10830.0,2452.995,-0.18233500000000002,146.205,541.5,543.5457499999998,0.6968535256410253,7.433318181818182,1.8752586124309263,5,0.05,0.4,800,16.000000000000004,0.020000000000000004
