borrower,business_type,carbon_price,price_impact,volume_impact,revenue,ebitda,ebitda_change,carbon_cost,transition_capex,cfads,dscr,interest_coverage,net_leverage,pd_multiplier,stressed_pd,stressed_lgd,ead,expected_credit_loss,ecl_rate,baseline_pd,baseline_lgd,refined_pd_multiplier,refined_stressed_pd,refined_stressed_lgd,refined_expected_credit_loss,refined_ecl_rate,ecl_change,ecl_change_pct
UpstreamCo,Exploration & Production,100,-0.2,-0.1,3600.0,1170.0,-0.3314285714285714,54.0,180.0,164.5,0.3427083333333333,6.5,2.2222222222222223,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,100,-0.2,-0.15,3400.0,1105.0,-0.3685714285714285,51.0,170.0,119.25,0.2484375,6.138888888888889,2.3529411764705883,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,100,-0.25,0.0,3750.0,1218.75,-0.3035714285714286,56.25,187.5,198.4375,0.4134114583333333,6.770833333333333,2.1333333333333333,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,100,-0.25,-0.05,3562.5,1157.8125,-0.3383928571428571,53.4375,178.125,156.015625,0.3250325520833333,6.432291666666667,2.245614035087719,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,100,-0.25,-0.1,3375.0,1096.875,-0.3732142857142857,50.625,168.75,113.59375,0.2366536458333333,6.09375,2.3703703703703702,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,100,-0.25,-0.15,3187.5,1035.9375,-0.4080357142857143,47.8125,159.375,71.171875,0.1482747395833333,5.755208333333333,2.5098039215686274,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.5,0.0975,0.55,26.812500000000004,0.053625000000000006,6.1875000000000036,0.30000000000000016
UpstreamCo,Exploration & Production,150,0.0,0.0,5000.0,1587.5,-0.0928571428571428,112.5,250.0,449.375,0.9361979166666666,8.819444444444445,1.6377952755905512,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,150,0.0,-0.05,4750.0,1508.125,-0.1382142857142857,106.875,237.5,394.40625,0.8216796875,8.378472222222221,1.7239950269374222,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,150,0.0,-0.1,4500.0,1428.75,-0.1835714285714286,101.25,225.0,339.4375,0.7071614583333333,7.9375,1.8197725284339457,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,150,0.0,-0.15,4250.0,1349.375,-0.2289285714285714,95.625,212.5,284.46875,0.5926432291666667,7.496527777777778,1.9268179712830011,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,150,-0.05,0.0,4750.0,1508.125,-0.1382142857142857,106.875,237.5,394.40625,0.8216796875,8.378472222222221,1.7239950269374222,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,150,-0.05,-0.05,4512.5,1432.71875,-0.1813035714285714,101.53125,225.625,342.1859374999999,0.7128873697916664,7.959548611111111,1.8147316073025497,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,150,-0.05,-0.1,4275.0,1357.3125,-0.2243928571428571,96.1875,213.75,289.96562500000005,0.6040950520833335,7.540625,1.9155500299304693,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,150,-0.05,-0.15,4037.5,1281.90625,-0.2674821428571429,90.84375,201.875,237.74531249999995,0.4953027343749999,7.121701388888889,2.028229443455791,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.1,0.0,4500.0,1428.75,-0.1835714285714286,101.25,225.0,339.4375,0.7071614583333333,7.9375,1.8197725284339457,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,150,-0.1,-0.05,4275.0,1357.3125,-0.2243928571428571,96.1875,213.75,289.96562500000005,0.6040950520833335,7.540625,1.9155500299304693,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,150,-0.1,-0.1,4050.0,1285.875,-0.2652142857142857,91.125,202.5,240.4937500000001,0.5010286458333335,7.14375,2.0219694760377176,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,150,-0.1,-0.15,3825.0,1214.4375,-0.3060357142857143,86.0625,191.25,191.0218749999999,0.3979622395833331,6.746875,2.1409088569811128,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.15,0.0,4250.0,1349.375,-0.2289285714285714,95.625,212.5,284.46875,0.5926432291666667,7.496527777777778,1.9268179712830011,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,150,-0.15,-0.05,4037.5,1281.90625,-0.2674821428571429,90.84375,201.875,237.74531249999995,0.4953027343749999,7.121701388888889,2.028229443455791,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.15,-0.1,3825.0,1214.4375,-0.3060357142857143,86.0625,191.25,191.0218749999999,0.3979622395833331,6.746875,2.1409088569811128,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.15,-0.15,3612.5,1146.96875,-0.3445892857142857,81.28125,180.625,144.29843749999998,0.3006217447916666,6.372048611111111,2.2668446720976485,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.2,0.0,4000.0,1270.0,-0.2742857142857142,90.0,200.0,229.5,0.478125,7.055555555555555,2.047244094488189,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.2,-0.05,3800.0,1206.5,-0.3105714285714286,85.5,190.0,185.5250000000001,0.3865104166666668,6.7027777777777775,2.154993783671778,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.2,-0.1,3600.0,1143.0,-0.3468571428571428,81.0,180.0,141.54999999999995,0.2948958333333332,6.35,2.2747156605424323,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.2,-0.15,3400.0,1079.5,-0.3831428571428571,76.5,170.0,97.57500000000005,0.2032812500000001,5.997222222222222,2.408522464103752,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,150,-0.25,0.0,3750.0,1190.625,-0.3196428571428571,84.375,187.5,174.53125,0.3636067708333333,6.614583333333333,2.183727034120735,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,150,-0.25,-0.05,3562.5,1131.09375,-0.3536607142857143,80.15625,178.125,133.3046875,0.2777180989583333,6.283854166666667,2.298660035916563,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,150,-0.25,-0.1,3375.0,1071.5625,-0.3876785714285714,75.9375,168.75,92.078125,0.1918294270833333,5.953125,2.426363371245261,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,150,-0.25,-0.15,3187.5,1012.03125,-0.4216964285714285,71.71875,159.375,50.8515625,0.1059407552083333,5.622395833333333,2.569090628377335,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.5,0.0975,0.55,26.812500000000004,0.053625000000000006,6.1875000000000036,0.30000000000000016
UpstreamCo,Exploration & Production,200,0.0,0.0,5000.0,1550.0,-0.1142857142857143,150.0,250.0,417.5,0.8697916666666666,8.61111111111111,1.6774193548387095,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,200,0.0,-0.05,4750.0,1472.5,-0.1585714285714285,142.5,237.5,364.125,0.75859375,8.180555555555555,1.765704584040747,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,200,0.0,-0.1,4500.0,1395.0,-0.2028571428571428,135.0,225.0,310.75,0.6473958333333333,7.75,1.863799283154122,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,0.0,-0.15,4250.0,1317.5,-0.2471428571428571,127.5,212.5,257.375,0.5361979166666667,7.319444444444445,1.9734345351043645,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,-0.05,0.0,4750.0,1472.5,-0.1585714285714285,142.5,237.5,364.125,0.75859375,8.180555555555555,1.765704584040747,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,200,-0.05,-0.05,4512.5,1398.875,-0.2006428571428571,135.375,225.625,313.41875000000005,0.6529557291666668,7.771527777777778,1.858636404253418,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,-0.05,-0.1,4275.0,1325.25,-0.2427142857142856,128.25,213.75,262.7125000000001,0.5473177083333335,7.3625,1.9618939822674968,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,-0.05,-0.15,4037.5,1251.625,-0.2847857142857143,121.125,201.875,212.0062499999999,0.4416796874999998,6.953472222222223,2.077299510636173,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.1,0.0,4500.0,1395.0,-0.2028571428571428,135.0,225.0,310.75,0.6473958333333333,7.75,1.863799283154122,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,-0.1,-0.05,4275.0,1325.25,-0.2427142857142856,128.25,213.75,262.7125000000001,0.5473177083333335,7.3625,1.9618939822674968,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,-0.1,-0.1,4050.0,1255.5,-0.2825714285714286,121.5,202.5,214.67499999999995,0.4472395833333332,6.975,2.070888092393469,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.1,-0.15,3825.0,1185.75,-0.3224285714285714,114.75,191.25,166.63750000000005,0.3471614583333334,6.5875,2.1927050390048493,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.15,0.0,4250.0,1317.5,-0.2471428571428571,127.5,212.5,257.375,0.5361979166666667,7.319444444444445,1.9734345351043645,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,200,-0.15,-0.05,4037.5,1251.625,-0.2847857142857143,121.125,201.875,212.0062499999999,0.4416796874999998,6.953472222222223,2.077299510636173,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.15,-0.1,3825.0,1185.75,-0.3224285714285714,114.75,191.25,166.63750000000005,0.3471614583333334,6.5875,2.1927050390048493,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.15,-0.15,3612.5,1119.875,-0.3600714285714286,108.375,180.625,121.26874999999995,0.2526432291666666,6.221527777777778,2.321687688358076,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,200,-0.2,0.0,4000.0,1240.0,-0.2914285714285715,120.0,200.0,204.0,0.425,6.888888888888889,2.096774193548387,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.2,-0.05,3800.0,1178.0,-0.3268571428571428,114.0,190.0,161.29999999999995,0.3360416666666665,6.544444444444444,2.2071307300509337,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.2,-0.1,3600.0,1116.0,-0.3622857142857143,108.0,180.0,118.60000000000002,0.2470833333333333,6.2,2.3297491039426523,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,200,-0.2,-0.15,3400.0,1054.0,-0.3977142857142857,102.0,170.0,75.89999999999998,0.1581249999999999,5.855555555555555,2.4667931688804554,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,200,-0.25,0.0,3750.0,1162.5,-0.3357142857142857,112.5,187.5,150.625,0.3138020833333333,6.458333333333333,2.236559139784946,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,200,-0.25,-0.05,3562.5,1104.375,-0.3689285714285714,106.875,178.125,110.59375,0.2304036458333333,6.135416666666667,2.354272778720996,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,200,-0.25,-0.1,3375.0,1046.25,-0.4021428571428571,101.25,168.75,70.5625,0.1470052083333333,5.8125,2.4850657108721625,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,200,-0.25,-0.15,3187.5,988.125,-0.4353571428571429,95.625,159.375,30.53125,0.0636067708333333,5.489583333333333,2.631246046805819,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.5,0.0975,0.55,26.812500000000004,0.053625000000000006,6.1875000000000036,0.30000000000000016
IntegratedCo,Integrated Oil & Gas,0,0.0,0.0,12000.0,2880.0,-0.04,0.0,600.0,848.0,1.087179487179487,8.727272727272727,1.5972222222222223,1,0.01,0.4,800,3.2,0.004,0.01,0.4,2.0,0.02,0.4,6.4,0.008,3.2,1.0
IntegratedCo,Integrated Oil & Gas,0,0.0,-0.05,11400.0,2736.0,-0.0879999999999999,0.0,570.0,755.5999999999999,0.9687179487179486,8.290909090909091,1.6812865497076024,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,0,0.0,-0.1,10800.0,2592.0,-0.136,0.0,540.0,663.1999999999998,0.8502564102564101,7.8545454545454545,1.7746913580246917,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,0,0.0,-0.15,10200.0,2448.0,-0.184,0.0,510.0,570.8000000000002,0.731794871794872,7.418181818181818,1.8790849673202612,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
IntegratedCo,Integrated Oil & Gas,0,-0.05,0.0,11400.0,2736.0,-0.0879999999999999,0.0,570.0,755.5999999999999,0.9687179487179486,8.290909090909091,1.6812865497076024,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,0,-0.05,-0.05,10830.0,2599.2,-0.1336,0.0,541.5,667.8199999999997,0.8561794871794868,7.876363636363636,1.7697753154816869,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,0,-0.05,-0.1,10260.0,2462.4,-0.1791999999999999,0.0,513.0,580.04,0.7436410256410256,7.461818181818182,1.8680961663417803,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
IntegratedCo,Integrated Oil & Gas,0,-0.05,-0.15,9690.0,2325.6,-0.2248,0.0,484.5,492.26,0.631102564102564,7.047272727272727,1.977984176126591,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.1,0.0,10800.0,2592.0,-0.136,0.0,540.0,663.1999999999998,0.8502564102564101,7.8545454545454545,1.7746913580246917,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,0,-0.1,-0.05,10260.0,2462.4,-0.1791999999999999,0.0,513.0,580.04,0.7436410256410256,7.461818181818182,1.8680961663417803,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
IntegratedCo,Integrated Oil & Gas,0,-0.1,-0.1,9720.0,2332.8,-0.2223999999999999,0.0,486.0,496.8800000000001,0.6370256410256412,7.069090909090909,1.9718792866941013,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.1,-0.15,9180.0,2203.2,-0.2656,0.0,459.0,413.7199999999998,0.5304102564102562,6.676363636363636,2.087872185911402,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.15,0.0,10200.0,2448.0,-0.184,0.0,510.0,570.8000000000002,0.731794871794872,7.418181818181818,1.8790849673202612,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
IntegratedCo,Integrated Oil & Gas,0,-0.15,-0.05,9690.0,2325.6,-0.2248,0.0,484.5,492.26,0.631102564102564,7.047272727272727,1.977984176126591,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.15,-0.1,9180.0,2203.2,-0.2656,0.0,459.0,413.7199999999998,0.5304102564102562,6.676363636363636,2.087872185911402,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.15,-0.15,8670.0,2080.8,-0.3063999999999999,0.0,433.5,335.1800000000003,0.4297179487179491,6.305454545454546,2.210688196847366,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,5.5,0.055,0.45,19.8,0.02475,1.7999999999999972,0.09999999999999983
IntegratedCo,Integrated Oil & Gas,0,-0.2,0.0,9600.0,2304.0,-0.2319999999999999,0.0,480.0,478.4000000000001,0.6133333333333334,6.9818181818181815,1.9965277777777777,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.2,-0.05,9120.0,2188.8,-0.2704,0.0,456.0,404.48000000000025,0.5185641025641029,6.632727272727274,2.1016081871345027,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,0,-0.2,-0.1,8640.0,2073.6,-0.3088000000000001,0.0,432.0,330.55999999999995,0.4237948717948717,6.283636363636363,2.2183641975308643,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,5.5,0.055,0.45,19.8,0.02475,1.7999999999999972,0.09999999999999983
IntegratedCo,Integrated Oil & Gas,0,-0.2,-0.15,8160.0,1958.4,-0.3471999999999999,0.0,408.0,256.6400000000001,0.3290256410256411,5.934545454545455,2.348856209150327,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,5.5,0.055,0.45,19.8,0.02475,1.7999999999999972,0.09999999999999983
IntegratedCo,Integrated Oil & Gas,0,-0.25,0.0,9000.0,2160.0,-0.28,0.0,450.0,386.0,0.4948717948717949,6.545454545454546,2.1296296296296298,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,5.5,0.055,0.45,19.8,0.02475,1.7999999999999972,0.09999999999999983
IntegratedCo,Integrated Oil & Gas,0,-0.25,-0.05,8550.0,2052.0,-0.3159999999999999,0.0,427.5,316.70000000000005,0.4060256410256411,6.218181818181818,2.2417153996101367,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,5.5,0.055,0.45,19.8,0.02475,1.7999999999999972,0.09999999999999983
IntegratedCo,Integrated Oil & Gas,0,-0.25,-0.1,8100.0,1944.0,-0.352,0.0,405.0,247.4000000000001,0.3171794871794873,5.890909090909091,2.366255144032922,5,0.05,0.5,800,20.0,0.025,0.01,0.4,6.0,0.06,0.5,24.0,0.03,4.0,0.2
IntegratedCo,Integrated Oil & Gas,0,-0.25,-0.15,7650.0,1836.0,-0.388,0.0,382.5,178.0999999999999,0.2283333333333332,5.563636363636364,2.505446623093682,5,0.05,0.5,800,20.0,0.025,0.01,0.4,6.5,0.065,0.5,26.0,0.0325,6.0,0.3
IntegratedCo,Integrated Oil & Gas,50,0.0,0.0,12000.0,2826.0,-0.058,54.0,600.0,802.0999999999999,1.028333333333333,8.563636363636364,1.6277423920736025,2,0.02,0.4,800,6.4,0.008,0.01,0.4,2.0,0.02,0.4,6.4,0.008,0.0,0.0
IntegratedCo,Integrated Oil & Gas,50,0.0,-0.05,11400.0,2684.7,-0.1051,51.3,570.0,711.9949999999999,0.9128141025641024,8.135454545454545,1.7134130442880025,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,50,0.0,-0.1,10800.0,2543.4,-0.1522,48.6,540.0,621.8900000000003,0.7972948717948722,7.707272727272728,1.808602657859558,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,50,0.0,-0.15,10200.0,2402.1,-0.1993,45.9,510.0,531.7849999999999,0.6817756410256408,7.279090909090908,1.914991049498356,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
IntegratedCo,Integrated Oil & Gas,50,-0.05,0.0,11400.0,2684.7,-0.1051,51.3,570.0,711.9949999999999,0.9128141025641024,8.135454545454545,1.7134130442880025,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,50,-0.05,-0.05,10830.0,2550.465,-0.1498450000000001,48.735,541.5,626.3952499999996,0.8030708333333328,7.728681818181817,1.8035926781978973,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,50,-0.05,-0.1,10260.0,2416.23,-0.19459,46.17,513.0,540.7955000000002,0.6933275641025644,7.321909090909091,1.9037922714311135,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
IntegratedCo,Integrated Oil & Gas,50,-0.05,-0.15,9690.0,2281.995,-0.239335,43.605,484.5,455.1957499999999,0.5835842948717946,6.915136363636363,2.0157800521035325,5,0.05,0.45,800,18.000000000000004,0.0225,0.01,0.4,4.5,0.045,0.45,16.2,0.02025,-1.8000000000000043,-0.10000000000000021
IntegratedCo,Integrated Oil & Gas,50,-0.1,0.0,10800.0,2543.4,-0.1522,48.6,540.0,621.8900000000003,0.7972948717948722,7.707272727272728,1.808602657859558,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,3.0,0.03,0.4,9.6,0.012,-6.400000000000004,-0.40000000000000013
IntegratedCo,Integrated Oil & Gas,50,-0.1,-0.05,10260.0,2416.23,-0.19459,46.17,513.0,540.7955000000002,0.6933275641025644,7.321909090909091,1.9037922714311135,5,0.05,0.4,800,16.000000000000004,0.02,0.01,0.4,4.0,0.04,0.4,12.8,0.016,-3.200000000000003,-0.20000000000000012
